id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation,id_gene_HS,id_gene_MM,id_gene_DM,gene_HS,gene_MM,gene_DM
3BFW5,9606.ENSP00000420617,10090.ENSMUSP00000101341,"7227.FBpp0070873,7227.FBpp0083791",mitochondrial fusion,ENSG00000171109,ENSMUSG00000029020,"FBgn0029870,FBgn0011596",MFN1,Mfn2,"Marf,fzo"
3BFX2,9606.ENSP00000295688,10090.ENSMUSP00000001452,7227.FBpp0082787,assists the folding of proteins upon ATP hydrolysis,ENSG00000163468,ENSMUSG00000001416,FBgn0015019,CCT3,Cct3,CCT3
3BFYF,9606.ENSP00000434466,10090.ENSMUSP00000026126,7227.FBpp0071178,snRNA processing,ENSG00000149262,ENSMUSG00000025133,FBgn0026679,INTS4,Ints4,IntS4
3BFYM,9606.ENSP00000253462,10090.ENSMUSP00000034278,7227.FBpp0303867,cell cycle DNA replication initiation,ENSG00000131153,ENSMUSG00000031821,FBgn0261976,GINS2,Gins2,Psf2
3BFZG,9606.ENSP00000431391,10090.ENSMUSP00000028617,7227.FBpp0080554,negative regulation of fibroblast apoptotic process,ENSG00000166181,ENSMUSG00000027193,FBgn0027885,API5,Api5,Aac11
3BFZP,9606.ENSP00000313377,"10090.ENSMUSP00000043562,10090.ENSMUSP00000119606",7227.FBpp0077845,Pantothenate kinase,ENSG00000125779,"ENSMUSG00000033610,ENSMUSG00000037514",FBgn0011205,PANK2,"Pank1,Pank2",fbl
3BG0A,9606.ENSP00000396441,10090.ENSMUSP00000132699,7227.FBpp0085137,G patch domain-containing protein,ENSG00000160818,ENSMUSG00000028069,FBgn0039829,GPATCH4,Gpatch4,CG15561
3BG0F,9606.ENSP00000325421,10090.ENSMUSP00000045361,7227.FBpp0087151,serine-type endopeptidase activity,ENSG00000175193,ENSMUSG00000033918,FBgn0033672,PARL,Parl,rho-7
3BG0U,9606.ENSP00000349208,"10090.ENSMUSP00000047385,10090.ENSMUSP00000083222","7227.FBpp0079754,7227.FBpp0079755,7227.FBpp0289159",Belongs to the argonaute family,ENSG00000197181,"ENSMUSG00000033644,ENSMUSG00000029423","FBgn0000146,FBgn0004872,FBgn0250816",PIWIL2,"Piwil2,Piwil1","aub,piwi,AGO3"
3BG10,9606.ENSP00000254630,10090.ENSMUSP00000080743,7227.FBpp0086872,"pentatricopeptide repeat domain-containing protein 3, mitochondrial",ENSG00000132300,ENSMUSG00000063884,FBgn0033816,PTCD3,Ptcd3,CG4679
3BG2D,9606.ENSP00000421922,10090.ENSMUSP00000030986,7227.FBpp0081618,low density lipoprotein receptor-related protein associated protein 1,ENSG00000163956,ENSMUSG00000029103,FBgn0037756,LRPAP1,Lrpap1,CG8507
3BG2V,9606.ENSP00000310668,10090.ENSMUSP00000105174,"7227.FBpp0073659,7227.FBpp0082467",Nuclear Pore complex Protein,ENSG00000102900,ENSMUSG00000032939,"FBgn0027537,FBgn0038274",NUP93,Nup93,"Nup93-1,Nup93-2"
3BG3K,9606.ENSP00000289388,10090.ENSMUSP00000095303,7227.FBpp0303714,Ciliogenesis associated TTC17 interacting protein,ENSG00000158428,ENSMUSG00000073650,FBgn0028903,CATIP,Catip,CG13243
3BG3N,9606.ENSP00000295304,10090.ENSMUSP00000098942,7227.FBpp0073508,glutathione specific gamma-glutamylcyclotransferase activity,ENSG00000143942,ENSMUSG00000020309,FBgn0030411,CHAC2,Chac2,CG2540
3BG3W,9606.ENSP00000324560,10090.ENSMUSP00000004920,7227.FBpp0289788,autophagy of host cells involved in interaction with symbiont,ENSG00000177169,ENSMUSG00000004798,FBgn0260945,ULK1,Ulk2,Atg1
3BG41,9606.ENSP00000170564,10090.ENSMUSP00000078632,7227.FBpp0075534,G patch domain-containing protein,ENSG00000076650,ENSMUSG00000063808,FBgn0036386,GPATCH1,Gpatch1,CG8833
3BG4D,9606.ENSP00000280605,"10090.ENSMUSP00000002025,10090.ENSMUSP00000022529","7227.FBpp0074898,7227.FBpp0081370",Transketolase,ENSG00000151005,"ENSMUSG00000025519,ENSMUSG00000021957","FBgn0036784,FBgn0037607",TKTL2,"Tktl2,Tkt","CG5103,CG8036"
3BG4Q,9606.ENSP00000359049,10090.ENSMUSP00000054829,7227.FBpp0087092,O-methyltransferase activity,ENSG00000162639,ENSMUSG00000045662,FBgn0033686,HENMT1,Henmt1,Hen1
3BG60,9606.ENSP00000212015,10090.ENSMUSP00000101082,7227.FBpp0080015,regulation of cellular response to testosterone stimulus,ENSG00000096717,ENSMUSG00000020063,FBgn0024291,SIRT1,Sirt1,Sirt1
3BG64,9606.ENSP00000306561,10090.ENSMUSP00000032406,7227.FBpp0071168,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",ENSG00000114026,ENSMUSG00000030271,FBgn0027864,OGG1,Ogg1,Ogg1
3BG6D,9606.ENSP00000319673,10090.ENSMUSP00000029738,7227.FBpp0086535,voltage-gated anion channel activity,ENSG00000117262,ENSMUSG00000028096,FBgn0033995,GPR89A,Gpr89,GPHR
3BG6F,9606.ENSP00000355958,10090.ENSMUSP00000027933,7227.FBpp0071994,denticleless E3 ubiquitin protein ligase homolog (Drosophila),ENSG00000143476,ENSMUSG00000037474,FBgn0013548,DTL,Dtl,l(2)dtl
3BGAA,9606.ENSP00000297440,10090.ENSMUSP00000026975,7227.FBpp0082402,HEAT repeat-containing protein 2,ENSG00000164818,ENSMUSG00000025857,FBgn0051320,DNAAF5,Dnaaf5,HEATR2
3BGBH,9606.ENSP00000406052,10090.ENSMUSP00000137298,7227.FBpp0086689,P granule organization,ENSG00000162782,ENSMUSG00000060985,FBgn0033921,TDRD5,Tdrd5,tej
3BGC3,9606.ENSP00000294664,10090.ENSMUSP00000124475,7227.FBpp0076513,dynein heavy chain binding,ENSG00000162643,ENSMUSG00000043020,FBgn0035799,WDR63,Wdr63,CG14838
3BGCC,9606.ENSP00000340330,10090.ENSMUSP00000109271,7227.FBpp0070636,Belongs to the MYST (SAS MOZ) family,ENSG00000172977,ENSMUSG00000024926,FBgn0026080,KAT5,Kat5,Tip60
3BGEG,9606.ENSP00000290231,10090.ENSMUSP00000046388,7227.FBpp0076546,nuclear receptor coactivator 5,ENSG00000124160,ENSMUSG00000039804,FBgn0024542,NCOA5,Ncoa5,Neos
3BGF0,9606.ENSP00000287647,10090.ENSMUSP00000045667,7227.FBpp0083399,DNA polymerase binding,ENSG00000144554,ENSMUSG00000034023,FBgn0038827,FANCD2,Fancd2,Fancd2
3BGG5,9606.ENSP00000318085,10090.ENSMUSP00000034629,7227.FBpp0070111,regulation of transcription involved in G1/S transition of mitotic cell cycle,ENSG00000172273,ENSMUSG00000032119,FBgn0025635,HINFP,Hinfp,CG17829
3BGIZ,9606.ENSP00000364270,10090.ENSMUSP00000030013,7227.FBpp0070638,nucleotide-excision repair involved in interstrand cross-link repair,ENSG00000136936,ENSMUSG00000028329,FBgn0004832,XPA,Xpa,Xpac
3BGM4,9606.ENSP00000359507,10090.ENSMUSP00000107678,7227.FBpp0292328,copper ion homeostasis,ENSG00000119929,ENSMUSG00000025193,FBgn0038332,CUTC,Cutc,CG6136
3BGMT,9606.ENSP00000401023,10090.ENSMUSP00000128387,7227.FBpp0075916,Ubiquitin-protein ligase,ENSG00000165338,ENSMUSG00000041180,FBgn0061469,HECTD2,Hectd2,Ube3a
3BGP9,9606.ENSP00000199814,10090.ENSMUSP00000025506,7227.FBpp0078624,U6 snRNA binding,ENSG00000086589,ENSMUSG00000024604,FBgn0037220,RBM22,Rbm22,CG14641
3BGT7,"9606.ENSP00000280706,9606.ENSP00000302393","10090.ENSMUSP00000032373,10090.ENSMUSP00000103267","7227.FBpp0297097,7227.FBpp0304375",belongs to the LDH MDH superfamily,"ENSG00000166800,ENSG00000171989","ENSMUSG00000030246,ENSMUSG00000063229","FBgn0033856,FBgn0001258","LDHAL6A,LDHAL6B","Ldhb,Ldha","CG13334,Ldh"
3BGTI,9606.ENSP00000417653,10090.ENSMUSP00000020769,7227.FBpp0075561,podosome assembly,ENSG00000136279,ENSMUSG00000020476,FBgn0036372,DBNL,Dbnl,Abp1
3BGU1,9606.ENSP00000438886,10090.ENSMUSP00000099441,7227.FBpp0071478,CDK5 regulatory subunit associated protein 3,ENSG00000108465,ENSMUSG00000018669,FBgn0050291,CDK5RAP3,Cdk5rap3,CG30291
3BGUB,9606.ENSP00000355587,10090.ENSMUSP00000034313,7227.FBpp0077982,"nucleotide phosphatase activity, acting on free nucleotides",ENSG00000135778,ENSMUSG00000031851,FBgn0037046,NTPCR,Ntpcr,CG10581
3BGUQ,9606.ENSP00000230449,10090.ENSMUSP00000100010,7227.FBpp0077208,exocyst complex component 2,ENSG00000112685,ENSMUSG00000021357,FBgn0266670,EXOC2,Exoc2,Sec5
3BGUR,9606.ENSP00000368458,10090.ENSMUSP00000028817,"7227.FBpp0080803,7227.FBpp0085619",DNA polymerase processivity factor activity,ENSG00000132646,ENSMUSG00000027342,"FBgn0032813,FBgn0005655",PCNA,Pcna,"PCNA2,PCNA"
3BGVC,9606.ENSP00000299335,10090.ENSMUSP00000020851,7227.FBpp0078731,cytochrome c oxidase assembly,ENSG00000166260,ENSMUSG00000020544,FBgn0051648,COX11,Cox11,CG31648
3BGXB,9606.ENSP00000417510,10090.ENSMUSP00000131454,7227.FBpp0075554,transcription coregulator activity,ENSG00000102710,ENSMUSG00000027751,FBgn0036374,SUPT20H,Supt20,Spt20
3BGXS,9606.ENSP00000470560,10090.ENSMUSP00000004379,7227.FBpp0070646,rRNA (pseudouridine) methyltransferase activity,ENSG00000126749,ENSMUSG00000004268,FBgn0029714,EMG1,Emg1,CG3527
3BGYQ,9606.ENSP00000354830,10090.ENSMUSP00000058896,"7227.FBpp0075899,7227.FBpp0304225",negative regulation of signal transduction,ENSG00000145358,ENSMUSG00000046818,"FBgn0041094,FBgn0036165",DDIT4L,Ddit4l,"scyl,chrb"
3BGZ3,9606.ENSP00000351990,10090.ENSMUSP00000034349,7227.FBpp0075938,NEDD8 activating enzyme activity,ENSG00000159593,ENSMUSG00000031878,FBgn0261112,NAE1,Nae1,APP-BP1
3BH04,9606.ENSP00000306999,10090.ENSMUSP00000025142,7227.FBpp0076592,post-translational protein acetylation,ENSG00000171320,ENSMUSG00000024293,FBgn0035766,ESCO2,Esco1,eco
3BH0I,9606.ENSP00000270225,10090.ENSMUSP00000092409,7227.FBpp0082065,enzyme subunit 1,ENSG00000142230,ENSMUSG00000052833,FBgn0029512,SAE1,Sae1,Aos1
3BH2J,9606.ENSP00000307241,10090.ENSMUSP00000022268,7227.FBpp0084735,pyruvate dehydrogenase (acetyl-transferring) activity,ENSG00000168291,ENSMUSG00000021748,FBgn0039635,PDHB,Pdhb,Pdhb
3BH3T,9606.ENSP00000362656,10090.ENSMUSP00000037735,7227.FBpp0086786,GRIP domain,ENSG00000136935,ENSMUSG00000026754,FBgn0086757,GOLGA1,Golga1,cbs
3BH42,9606.ENSP00000262577,10090.ENSMUSP00000098106,7227.FBpp0076380,Zinc finger CCCH domain-containing protein,ENSG00000014164,ENSMUSG00000075600,FBgn0035900,ZC3H3,Zc3h3,ZC3H3
3BH44,9606.ENSP00000378699,10090.ENSMUSP00000020099,7227.FBpp0079641,RNA polymerase II CTD heptapeptide repeat kinase activity,ENSG00000170312,ENSMUSG00000019942,FBgn0004106,CDK1,Cdk1,Cdk1
3BH4R,9606.ENSP00000382717,10090.ENSMUSP00000038098,7227.FBpp0085689,WD repeat domain 19,ENSG00000157796,ENSMUSG00000037890,FBgn0034452,WDR19,Wdr19,Oseg6
3BH4Z,9606.ENSP00000372326,10090.ENSMUSP00000025484,7227.FBpp0085208,Catalyzes the ferrous insertion into protoporphyrin IX,ENSG00000066926,ENSMUSG00000024588,FBgn0266268,FECH,Fech,FeCH
3BH7N,9606.ENSP00000313050,10090.ENSMUSP00000083211,7227.FBpp0074034,Nipsnap homolog,ENSG00000146729,ENSMUSG00000029432,FBgn0030724,NIPSNAP2,Nipsnap2,Nipsnap
3BH8C,9606.ENSP00000363250,10090.ENSMUSP00000030661,7227.FBpp0075595,GTPase activity,ENSG00000142751,ENSMUSG00000028848,FBgn0036356,GPN2,Gpn2,CG10222
3BH8H,9606.ENSP00000341597,10090.ENSMUSP00000104478,7227.FBpp0082626,Protein of unknown function (DUF719),ENSG00000055147,ENSMUSG00000020523,FBgn0038360,FAM114A2,Fam114a2,CG9590
3BH8R,9606.ENSP00000309163,10090.ENSMUSP00000025823,7227.FBpp0076791,CAAX-box protein maturation,ENSG00000173653,ENSMUSG00000024889,FBgn0029121,RCE1,Rce1,Sras
3BHF3,9606.ENSP00000267291,10090.ENSMUSP00000138536,7227.FBpp0083244,snoRNA splicing,ENSG00000139797,ENSMUSG00000098134,FBgn0038772,RNF113B,Rnf113a2,mdlc
3BHFB,9606.ENSP00000296266,10090.ENSMUSP00000045468,7227.FBpp0076386,intraciliary retrograde transport,ENSG00000163913,ENSMUSG00000030323,FBgn0265102,IFT122,Ift122,Oseg1
3BHFE,9606.ENSP00000284061,10090.ENSMUSP00000103526,7227.FBpp0086966,diacylglycerol kinase activity,ENSG00000153933,ENSMUSG00000000276,FBgn0020930,DGKE,Dgke,Dgkepsilon
3BHI6,9606.ENSP00000363329,10090.ENSMUSP00000081574,"7227.FBpp0085111,7227.FBpp0300818",High affinity copper uptake protein,ENSG00000136868,ENSMUSG00000066150,"FBgn0062411,FBgn0062413",SLC31A1,Slc31a1,"Ctr1C,Ctr1A"
3BHIR,9606.ENSP00000256429,10090.ENSMUSP00000089948,7227.FBpp0081547,methylation-dependent chromatin silencing,ENSG00000134046,ENSMUSG00000035478,FBgn0027950,MBD2,Mbd3,MBD-like
3BHJ2,9606.ENSP00000318177,"10090.ENSMUSP00000007814,10090.ENSMUSP00000053474",7227.FBpp0086222,Far upstream element-binding protein,ENSG00000107164,"ENSMUSG00000007670,ENSMUSG00000026843",FBgn0014870,FUBP3,"Khsrp,Fubp3",Psi
3BHJA,9606.ENSP00000376440,10090.ENSMUSP00000036177,7227.FBpp0074847,intra-S DNA damage checkpoint,ENSG00000151164,ENSMUSG00000038569,FBgn0025807,RAD9B,Rad9b,Rad9
3BHJQ,9606.ENSP00000314518,10090.ENSMUSP00000038275,7227.FBpp0088020,Lysin motif,ENSG00000176018,ENSMUSG00000035840,FBgn0033199,LYSMD3,Lysmd3,CG17985
3BHJV,9606.ENSP00000403293,10090.ENSMUSP00000054125,7227.FBpp0078970,F-box only protein 43,ENSG00000156509,ENSMUSG00000048230,FBgn0017551,FBXO43,Fbxo43,Rca1
3BHK9,9606.ENSP00000322242,10090.ENSMUSP00000107725,7227.FBpp0072708,negative regulation of Schwann cell proliferation,ENSG00000022840,ENSMUSG00000041740,FBgn0035232,RNF10,Rnf10,CG12099
3BHKX,9606.ENSP00000385021,10090.ENSMUSP00000004120,7227.FBpp0081681,protein monoubiquitination,ENSG00000115392,ENSMUSG00000004018,FBgn0037781,FANCL,Fancl,Fancl
3BHM7,9606.ENSP00000296509,10090.ENSMUSP00000098897,7227.FBpp0076819,mitotic spindle assembly checkpoint,ENSG00000164109,ENSMUSG00000029910,FBgn0035640,MAD2L1,Mad2l1,mad2
3BHQB,9606.ENSP00000399863,10090.ENSMUSP00000131841,7227.FBpp0074108,Domain of unknown function (DUF4764),ENSG00000022976,ENSMUSG00000021271,FBgn0030794,ZNF839,Zfp839,CG13005
3BHQZ,9606.ENSP00000444850,10090.ENSMUSP00000031355,7227.FBpp0071045,Golgi vesicle docking,ENSG00000138768,ENSMUSG00000029407,FBgn0040087,USO1,Uso1,p115
3BHS2,9606.ENSP00000293845,10090.ENSMUSP00000114381,"7227.FBpp0080737,7227.FBpp0080766",Coiled-coil domain-containing protein,ENSG00000161973,ENSMUSG00000045915,"FBgn0032769,FBgn0032768",CCDC42,Ccdc42,"CG10750,CG17564"
3BHSR,9606.ENSP00000425786,10090.ENSMUSP00000079208,"7227.FBpp0078752,7227.FBpp0082200",Domain of unknown function (DUF4464),ENSG00000197826,ENSMUSG00000057816,"FBgn0031720,FBgn0038122",CFAP299,Cfap299,"CG14013,CG8138"
3BHT4,9606.ENSP00000302768,10090.ENSMUSP00000026520,7227.FBpp0297530,translation activator activity,ENSG00000172239,ENSMUSG00000025451,FBgn0034181,PAIP1,Paip1,CG8963
3BHV3,9606.ENSP00000364320,10090.ENSMUSP00000099561,7227.FBpp0087511,ribosomal large subunit assembly,ENSG00000053372,ENSMUSG00000028741,FBgn0033485,MRTO4,Mrto4,RpLP0-like
3BHVZ,9606.ENSP00000025008,10090.ENSMUSP00000027040,7227.FBpp0078365,reticulophagy,ENSG00000023287,ENSMUSG00000025907,FBgn0037363,RB1CC1,Rb1cc1,Atg17
3BHX9,9606.ENSP00000221114,10090.ENSMUSP00000033913,7227.FBpp0080701,Dynactin subunit 6,ENSG00000104671,ENSMUSG00000031516,FBgn0086446,DCTN6,Dctn6,DCTN6-p27
3BHY4,9606.ENSP00000433681,10090.ENSMUSP00000072871,7227.FBpp0078730,meiotic chromosome condensation,ENSG00000151503,ENSMUSG00000035024,FBgn0051989,NCAPD3,Ncapd3,Cap-D3
3BHYU,9606.ENSP00000458290,10090.ENSMUSP00000127142,7227.FBpp0111793,Belongs to the MT-A70-like family,ENSG00000101574,ENSMUSG00000055660,FBgn0015351,METTL4,Mettl4,CG14906
3BI22,9606.ENSP00000413575,10090.ENSMUSP00000003720,7227.FBpp0084605,carnitine O-octanoyltransferase,ENSG00000005469,ENSMUSG00000003623,FBgn0039543,CROT,Crot,CG12428
3BI5Q,9606.ENSP00000300128,10090.ENSMUSP00000045988,7227.FBpp0074150,NEMP family,ENSG00000166881,ENSMUSG00000040195,FBgn0030768,NEMP1,Nemp1,CG9723
3BI6Q,9606.ENSP00000296503,10090.ENSMUSP00000065940,7227.FBpp0288398,high mobility group,ENSG00000164104,ENSMUSG00000054717,FBgn0278608,HMGB2,Hmgb2,Dsp1
3BIB5,9606.ENSP00000233078,10090.ENSMUSP00000089958,7227.FBpp0297875,poly(G) binding,ENSG00000071626,ENSMUSG00000069565,FBgn0004838,DAZAP1,Dazap1,Hrb27C
3BIBY,9606.ENSP00000401399,10090.ENSMUSP00000035092,7227.FBpp0305215,myeloid differentiation primary response protein MyD88,ENSG00000172936,ENSMUSG00000032508,FBgn0033402,MYD88,Myd88,Myd88
3BICJ,9606.ENSP00000436318,10090.ENSMUSP00000035486,7227.FBpp0290166,superoxide dismutase copper chaperone activity,ENSG00000173992,ENSMUSG00000034108,FBgn0010531,CCS,Ccs,Ccs
3BIEG,9606.ENSP00000374332,10090.ENSMUSP00000027623,7227.FBpp0087398,single-stranded DNA binding,ENSG00000211460,ENSMUSG00000026374,FBgn0033528,TSN,Tsn,trsn
3BIEV,9606.ENSP00000328694,10090.ENSMUSP00000081455,7227.FBpp0088371,cellular developmental process,ENSG00000182208,ENSMUSG00000025147,FBgn0259481,MOB2,Mob2,Mob2
3BIFS,9606.ENSP00000265748,10090.ENSMUSP00000045873,7227.FBpp0087986,septin ring organization,ENSG00000011426,ENSMUSG00000036777,FBgn0261385,ANLN,Anln,scra
3BIGJ,9606.ENSP00000415332,10090.ENSMUSP00000099720,7227.FBpp0305643,negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,ENSG00000187231,ENSMUSG00000042272,FBgn0035308,SESTD1,Sestd1,CG15822
3BIH1,9606.ENSP00000442373,10090.ENSMUSP00000036471,7227.FBpp0300572,Belongs to the DHHC palmitoyltransferase family,ENSG00000206077,ENSMUSG00000039199,FBgn0031239,ZDHHC11B,Zdhhc1,CG17075
3BIH6,9606.ENSP00000321449,10090.ENSMUSP00000018184,7227.FBpp0078856,ribosomal small subunit assembly,ENSG00000189306,ENSMUSG00000018040,FBgn0031764,RRP7A,Rrp7a,CG9107
3BINB,9606.ENSP00000292476,10090.ENSMUSP00000069243,7227.FBpp0077676,Cleavage and polyadenylation,ENSG00000160917,ENSMUSG00000029625,FBgn0015621,CPSF4,Cpsf4,Clp
3BIPP,9606.ENSP00000476117,10090.ENSMUSP00000041049,7227.FBpp0070299,WD repeat-containing protein 18,ENSG00000065268,ENSMUSG00000035754,FBgn0023514,WDR18,Wdr18,CG14805
3BISX,9606.ENSP00000377060,10090.ENSMUSP00000091475,"7227.FBpp0071221,7227.FBpp0079251,7227.FBpp0083702",positive regulation of extent of heterochromatin assembly,ENSG00000108468,ENSMUSG00000018666,"FBgn0030082,FBgn0003607,FBgn0039019",CBX1,Cbx1,"HP1b,Su(var)205,HP1c"
3BIVM,9606.ENSP00000380514,10090.ENSMUSP00000113051,7227.FBpp0077912,hydroxyacylglutathione hydrolase activity,ENSG00000063854,ENSMUSG00000024158,FBgn0037024,HAGH,Hagh,tzn
3BIYC,9606.ENSP00000336752,10090.ENSMUSP00000109164,7227.FBpp0078568,pre-mRNA cleavage required for polyadenylation,ENSG00000145216,ENSMUSG00000029227,FBgn0037255,FIP1L1,Fip1l1,Fip1
3BIZ5,9606.ENSP00000354964,10090.ENSMUSP00000109109,7227.FBpp0078595,Zinc finger protein 318,ENSG00000171467,ENSMUSG00000015597,FBgn0027866,ZNF318,Zfp318,CG9776
3BJ02,9606.ENSP00000300651,10090.ENSMUSP00000103169,7227.FBpp0078118,thyroid hormone mediated signaling pathway,ENSG00000125686,ENSMUSG00000018160,FBgn0037109,MED1,Med1,MED1
3BJ08,9606.ENSP00000313829,10090.ENSMUSP00000066516,"7227.FBpp0071754,7227.FBpp0297358",poly(U) RNA binding,ENSG00000121774,ENSMUSG00000028790,"FBgn0022986,FBgn0022987",KHDRBS1,Khdrbs1,"qkr58E-1,qkr54B"
3BJ09,9606.ENSP00000336750,10090.ENSMUSP00000067337,7227.FBpp0074239,histone H3 acetylation,ENSG00000119760,ENSMUSG00000053134,FBgn0030874,SUPT7L,Supt7l,Spt7
3BJ52,9606.ENSP00000377914,10090.ENSMUSP00000125451,7227.FBpp0080284,iron-sulfur cluster assembly,ENSG00000005194,ENSMUSG00000031781,FBgn0001977,CIAPIN1,Ciapin1,CIAPIN1
3BJ5H,9606.ENSP00000336790,10090.ENSMUSP00000105234,7227.FBpp0081040,response to manganese-induced endoplasmic reticulum stress,ENSG00000128272,ENSMUSG00000042406,FBgn0000370,ATF4,Atf4,crc
3BJ6N,9606.ENSP00000215941,10090.ENSMUSP00000047042,7227.FBpp0076095,ankyrin repeat,ENSG00000100124,ENSMUSG00000033055,FBgn0036052,ANKRD54,Ankrd54,CG10809
3BJA5,9606.ENSP00000323879,10090.ENSMUSP00000078795,7227.FBpp0071001,zinc and ring finger,ENSG00000180233,ENSMUSG00000058446,FBgn0029911,ZNRF2,Znrf2,CG14435
3BJAU,9606.ENSP00000323275,10090.ENSMUSP00000034734,7227.FBpp0079814,inner dynein arm assembly,ENSG00000256061,ENSMUSG00000092192,FBgn0032345,DNAAF4,Dnaaf4,CG14921
3BJD5,9606.ENSP00000308897,10090.ENSMUSP00000025836,7227.FBpp0082412,ribosomal large subunit assembly,ENSG00000174547,ENSMUSG00000024902,FBgn0038234,MRPL11,Mrpl11,mRpL11
3BJFY,9606.ENSP00000209873,10090.ENSMUSP00000044604,"7227.FBpp0071254,7227.FBpp0290898",nuclear transport,ENSG00000094914,ENSMUSG00000036678,"FBgn0030122,FBgn0032188",AAAS,Aaas,"Aladin,CG13137"
3BJGE,9606.ENSP00000306788,10090.ENSMUSP00000032888,7227.FBpp0082786,positive regulation of L-glutamate import across plasma membrane,ENSG00000170540,ENSMUSG00000030654,FBgn0038453,ARL6IP1,Arl6ip1,Arl6IP1
3BJJZ,9606.ENSP00000415056,10090.ENSMUSP00000054980,7227.FBpp0075607,piRNA metabolic process,ENSG00000178997,ENSMUSG00000048647,FBgn0036330,EXD1,Exd1,CG11263
3BJKJ,9606.ENSP00000386894,10090.ENSMUSP00000038256,7227.FBpp0076555,pre-mRNA intronic pyrimidine-rich binding,ENSG00000173933,ENSMUSG00000033760,FBgn0011640,RBM4,Rbm4b,lark
3BJRT,9606.ENSP00000224140,10090.ENSMUSP00000051492,7227.FBpp0271875,"regulation of termination of RNA polymerase II transcription, poly(A)-coupled",ENSG00000107290,ENSMUSG00000043535,FBgn0035842,SETX,Setx,CG7504
3BJSZ,9606.ENSP00000366934,10090.ENSMUSP00000099486,7227.FBpp0086393,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENSG00000162408,ENSMUSG00000028948,FBgn0034073,NOL9,Nol9,CG8414
3BJWB,9606.ENSP00000246535,10090.ENSMUSP00000002710,7227.FBpp0082103,cell cycle,ENSG00000126249,ENSMUSG00000002635,FBgn0038055,PDCD2L,Pdcd2l,trus
3BJWG,9606.ENSP00000378181,10090.ENSMUSP00000034085,7227.FBpp0079111,acetylation-dependent protein binding,ENSG00000166164,ENSMUSG00000031660,FBgn0031947,BRD7,Brd7,CG7154
3BK2T,9606.ENSP00000380679,10090.ENSMUSP00000039463,7227.FBpp0112753,epithelial cilium movement involved in determination of left/right asymmetry,ENSG00000141519,ENSMUSG00000039963,FBgn0262123,CCDC40,Ccdc40,l(2)41Ab
3BK4D,9606.ENSP00000403396,10090.ENSMUSP00000030849,7227.FBpp0086043,myelination,ENSG00000122591,ENSMUSG00000028995,FBgn0034269,FAM126A,Fam126a,CG6406
3BK5C,9606.ENSP00000306106,10090.ENSMUSP00000098631,7227.FBpp0078273,granulocyte colony-stimulating factor signaling pathway,ENSG00000171135,ENSMUSG00000051256,FBgn0037374,JAGN1,Jagn1,jagn
3BKC0,9606.ENSP00000293883,10090.ENSMUSP00000026833,7227.FBpp0303329,positive regulation of TOR signaling,ENSG00000127580,ENSMUSG00000025737,FBgn0027518,WDR24,Wdr24,Wdr24
3BKD1,9606.ENSP00000312599,10090.ENSMUSP00000135483,7227.FBpp0076533,mitochondrial proton-transporting ATP synthase complex assembly,ENSG00000175606,ENSMUSG00000025940,FBgn0035805,TMEM70,Tmem70,CG7506
3BKJJ,9606.ENSP00000301391,10090.ENSMUSP00000078623,7227.FBpp0071240,heme binding,ENSG00000167740,ENSMUSG00000057778,FBgn0030099,CYB5D2,Cyb5d2,CG12056
3BKPC,9606.ENSP00000357051,10090.ENSMUSP00000075289,7227.FBpp0079908,peroxisome membrane targeting sequence binding,ENSG00000162735,ENSMUSG00000003464,FBgn0032407,PEX19,Pex19,Pex19
3BKPP,9606.ENSP00000432799,10090.ENSMUSP00000124562,7227.FBpp0082735,"synaptic transmission, dopaminergic",ENSG00000145050,ENSMUSG00000032575,FBgn0027095,MANF,Manf,Manf
3BKXM,9606.ENSP00000356953,10090.ENSMUSP00000106968,7227.FBpp0081848,succinate dehydrogenase cytochrome b560 subunit,ENSG00000143252,ENSMUSG00000058076,FBgn0037873,SDHC,Sdhc,SdhC
3BKZJ,9606.ENSP00000336894,10090.ENSMUSP00000066696,7227.FBpp0291243,"negative regulation of transcription, DNA-templated",ENSG00000138386,ENSMUSG00000002881,FBgn0259986,NAB1,Nab1,nab
3BM2S,9606.ENSP00000363506,10090.ENSMUSP00000105264,7227.FBpp0076648,respiratory chain complex III assembly,ENSG00000101019,ENSMUSG00000005882,FBgn0035722,UQCC1,Uqcc1,CG10075
3BMB9,9606.ENSP00000355251,10090.ENSMUSP00000129154,7227.FBpp0087589,nucleic acid binding,ENSG00000198546,ENSMUSG00000025470,FBgn0016970,ZNF511,Zfp511,l(2)k10201
3BPB4,9606.ENSP00000483521,10090.ENSMUSP00000033910,7227.FBpp0304283,leptin receptor,ENSG00000213625,ENSMUSG00000031513,FBgn0050423,LEPROT,Leprotl1,CG30423
